class,abv,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty
0,9.600787589498808,27.973747016706444,149.37708830548925,87.59427207637232,83.9928400954654,176.96420047732695,68.23150357995226,0.954653937947494,88.31503579952268,68.51670644391407,60.917661097852026,27.973747016706444
1,5.494582324455202,38.394067796610166,106.72941888619854,20.62953995157385,85.72336561743342,104.99939467312349,54.0272397094431,1.9739709443099274,58.18280871670702,94.5998789346247,32.394067796610166,38.394067796610166
2,6.854920634920638,60.35978835978836,90.96190476190476,29.288888888888888,115.75026455026455,132.74074074074073,198.61904761904762,3.2264550264550262,194.45608465608467,163.38518518518518,24.862433862433864,60.35978835978836
