beer_name,beer_style,brewery,abv,rating,astringent,body,alcoholic,bitter,sweet,sour,salty,fruity,hoppy,spices,malty
Dancing Man,Wheat Beer - Hefeweizen,New Glarus Brewing Company,7.2%,4.24,49,108,52,25,91,109,0,151,26,108,49
Hofbräu Münchner Weisse,Wheat Beer - Hefeweizen,Hofbräuhaus München,5.1%,3.91,55,101,28,33,60,95,0,135,40,66,55
Tap 4: Meine Festweisse,Wheat Beer - Hefeweizen,Schneider Weisse G. Schneider & Sohn,6.2%,4.1,40,107,36,42,58,120,0,144,73,97,40
Shiner Hefeweizen,Wheat Beer - Hefeweizen,Spoetzl Brewery,5.4%,3.31,56,79,22,34,61,182,1,173,40,48,56
König Ludwig Weiss,Wheat Beer - Hefeweizen,Kaltenberg International / König Ludwig International GmbH & Co.KG,5.5%,3.87,32,106,25,15,59,70,0,113,26,85,32
Schofferhofer Hefeweizen Grapefruit Bier,Wheat Beer - Hefeweizen,Binding-Brauerei AG,2.5%,3.56,26,53,11,16,116,230,1,259,21,9,26
Pyramid Hefeweizen,Wheat Beer - Hefeweizen,"Pyramid Breweries, Inc.",5.2%,3.13,49,80,13,33,63,119,0,131,46,34,49
Winter Cheers,Wheat Beer - Hefeweizen,Victory Brewing Company - Downingtown,6.7%,3.63,44,74,35,66,80,126,1,162,89,123,44
Samuel Adams Hefeweizen,Wheat Beer - Hefeweizen,Boston Beer Company (Samuel Adams),5.4%,3.24,54,77,23,33,37,73,0,89,52,45,54
Floridian Hefeweizen,Wheat Beer - Hefeweizen,Funky Buddha Brewery,5.2%,3.78,33,68,14,13,47,101,2,134,24,61,33
Oktoberfest Weissbier,Wheat Beer - Hefeweizen,Erdinger Weissbräu,5.7%,3.66,39,80,24,26,112,87,1,121,47,60,39
Ebel's Weiss Beer,Wheat Beer - Hefeweizen,Two Brothers Brewing Company,4.9%,3.71,35,84,16,20,58,101,0,135,37,88,35
Julius Echter Hefe-Weissbier Hell,Wheat Beer - Hefeweizen,Würzburger Hofbräu AG,5.3%,4.02,52,114,33,21,81,119,2,146,35,83,52
Tucher Helles Hefe Weizen,Wheat Beer - Hefeweizen,Brauerei Tucher Brau,5.35%,3.94,37,100,21,26,49,87,1,124,26,78,37
Kapuziner Hefe-Weissbier Naturtrüb,Wheat Beer - Hefeweizen,Kulmbacher Brauerei AG,5.4%,4.05,48,105,18,19,84,94,1,146,22,87,48
Andechser Weissbier Hell,Wheat Beer - Hefeweizen,Klosterbrauerei Andechs,5.5%,4.18,49,105,16,26,85,102,1,157,28,95,49
Schöfferhofer Hefeweizen,Wheat Beer - Hefeweizen,Binding-Brauerei AG,5%,3.66,44,86,22,30,50,86,0,125,43,75,44
Weisse Original,Wheat Beer - Hefeweizen,Brauerei Gebrüder Maisel,5.4%,3.9,39,91,24,18,75,94,0,131,27,63,39
Shotgun Betty Hefeweizen Ale,Wheat Beer - Hefeweizen,Lonerider Brewing Company,5.8%,3.69,44,87,20,26,51,60,0,120,34,85,44
Hefeweizen,Wheat Beer - Hefeweizen,Yazoo Brewing Company,5%,3.74,44,85,22,12,52,121,1,142,17,73,44
The Love Wheat Beer,Wheat Beer - Hefeweizen,Starr Hill Brewery,5.1%,3.56,37,79,14,24,65,139,0,148,38,71,37
Hefeweizen,Wheat Beer - Hefeweizen,The Schlafly Tap Room,4.1%,3.33,36,69,14,27,38,100,1,118,30,26,36
Trader Joe's Bavarian Style Hefeweizen,Wheat Beer - Hefeweizen,Trader Joe's Brewing Company,5.3%,3.6,29,79,27,13,57,84,0,136,12,74,29
Mad King's Weiss,Wheat Beer - Hefeweizen,Victory Brewing Company - Downingtown,6.2%,3.87,60,100,30,51,55,110,1,143,66,103,60
Weizen,Wheat Beer - Hefeweizen,Brauerei Pinkus Mueller,5%,3.6,52,95,17,11,49,129,2,139,29,47,52
Hefeweizen,Wheat Beer - Hefeweizen,Gordon Biersch Brewery Restaurant,5.5%,3.66,38,85,17,23,41,86,1,138,35,74,38
Waterkeeper Hefeweizen,Wheat Beer - Hefeweizen,SweetWater Brewing Company,5.7%,3.56,45,69,16,29,52,79,1,120,44,61,45
Heinnieweisse Weissebier,Wheat Beer - Hefeweizen,Butternuts Beer & Ale,4.9%,3.45,38,83,18,23,58,136,0,158,33,47,38
Brooklyner Weisse,Wheat Beer - Hefeweizen,Brooklyn Brewery,5%,3.83,42,90,22,18,56,92,0,131,26,84,42
Penn Weizen,Wheat Beer - Hefeweizen,Pennsylvania Brewing Company,5%,3.88,55,101,26,27,49,95,1,145,32,66,55
Tap 1: Meine Helle Weisse,Wheat Beer - Hefeweizen,Schneider Weisse G. Schneider & Sohn,4.9%,4.16,31,88,18,19,63,94,0,132,26,79,31
Benediktiner Weissbier,Wheat Beer - Hefeweizen,Klosterbrauerei Ettal,5.4%,3.82,34,100,23,26,82,114,1,147,46,93,34
Drunk Monk Hefeweizen,Wheat Beer - Hefeweizen,3 Floyds Brewing Co.,5.5%,4.09,30,108,31,25,79,75,1,154,41,90,30
Baltika #8 Wheat,Wheat Beer - Hefeweizen,Baltika Breweries,5%,3.56,47,87,22,23,61,86,4,110,28,52,47
Royal Weisse,Wheat Beer - Hefeweizen,Sly Fox Brewing Company,5.4%,3.83,38,96,27,29,72,123,0,167,38,74,38
Edelweiss Hefetrüb,Wheat Beer - Hefeweizen,Brau Union Österreich,5.3%,3.93,31,83,19,19,64,82,2,126,36,67,31
Hefe Weiss,Wheat Beer - Hefeweizen,Sprecher Brewing Company,4.2%,3.67,38,99,26,19,56,111,0,154,26,81,38
EOS Hefeweizen,Wheat Beer - Hefeweizen,Nebraska Brewing Company Production Brewery & Tap Room,5.2%,3.83,42,80,22,29,58,92,2,146,42,75,42
Krombacher Weizen,Wheat Beer - Hefeweizen,Krombacher Brauerei,5.3%,3.59,27,85,26,24,69,96,0,133,23,70,27
Hitachino Nest Weizen,Wheat Beer - Hefeweizen,Kiuchi Brewery,5%,3.75,50,90,34,23,75,182,1,171,36,83,50
Flensburger Weizen,Wheat Beer - Hefeweizen,Flensburger Brauerei,5.1%,3.68,48,78,30,32,77,90,1,112,49,65,48
Urweisse,Wheat Beer - Hefeweizen,Erdinger Weissbräu,4.9%,3.83,32,90,24,27,55,107,0,147,34,63,32
Sternweisse,Wheat Beer - Hefeweizen,Hacker-Pschorr Bräu GmbH,5.5%,3.85,29,90,20,18,97,64,0,109,25,77,29
Kristallweissbier,Wheat Beer - Kristallweizen,Bayerische Staatsbrauerei Weihenstephan,5.4%,4.07,61,75,30,27,54,56,1,108,57,77,61
Apollo,Wheat Beer - Kristallweizen,Sixpoint Brewery,5.2%,3.87,61,88,30,27,86,204,1,216,39,72,61
Laughing Fox,Wheat Beer - Kristallweizen,New Glarus Brewing Company,4.5%,3.9,45,87,21,19,89,81,0,104,23,90,45
Erdinger Weissbier Kristallklar,Wheat Beer - Kristallweizen,Erdinger Weissbräu,5.3%,3.62,56,68,17,26,75,66,2,98,42,30,56
Tucher Kristall Weizen,Wheat Beer - Kristallweizen,Brauerei Tucher Brau,5.1%,3.8,57,82,17,32,63,77,1,111,40,52,57
Grasshopper Wheat Ale,Wheat Beer - Kristallweizen,Big Rock Brewery,5%,3.09,39,66,10,41,54,87,0,83,51,17,39
Franziskaner Weissbier Kristallklar,Wheat Beer - Kristallweizen,Spaten-Franziskaner-Bräu,5%,3.68,48,74,15,29,54,59,0,80,42,54,48
Blue Moon Belgian White,Wheat Beer - Witbier,Blue Moon Brewing Company,5.4%,3.44,21,93,10,29,48,159,1,156,39,47,21
White,Wheat Beer - Witbier,Allagash Brewing Company,5.1%,4.18,39,92,16,46,51,143,0,154,69,77,39
Hoegaarden Original White Ale,Wheat Beer - Witbier,Brouwerij van Hoegaarden,4.9%,3.82,25,89,13,33,43,138,0,121,51,62,25
Shock Top Belgian White,Wheat Beer - Witbier,Anheuser-Busch,5.2%,2.97,27,72,20,34,61,192,0,192,38,37,27
Namaste White Belgian-Style Witbier,Wheat Beer - Witbier,Dogfish Head Craft Brewery,4.8%,3.8,48,87,23,51,42,221,4,217,110,81,48
White Rascal,Wheat Beer - Witbier,Avery Brewing Company,5.6%,3.67,37,85,16,46,55,143,0,149,72,64,37
Blanche De Chambly,Wheat Beer - Witbier,Unibroue,5%,3.91,52,70,18,33,70,165,0,150,51,77,52
Bright White,Wheat Beer - Witbier,Bell's Brewery - Eccentric Café & General Store,5%,3.67,40,85,22,23,41,118,0,130,42,100,40
Samuel Adams Cold Snap,Wheat Beer - Witbier,Boston Beer Company (Samuel Adams),5.3%,3.45,33,90,22,33,85,176,1,190,52,101,33
Witte Wheat Ale,Wheat Beer - Witbier,Brewery Ommegang,5.2%,3.78,49,83,23,42,38,172,0,158,60,68,49
Red & White,Wheat Beer - Witbier,Dogfish Head Craft Brewery,10%,3.91,29,103,87,35,156,170,0,198,55,52,29
Samuel Adams White Christmas,Wheat Beer - Witbier,Boston Beer Company (Samuel Adams),5.8%,3.47,34,78,24,37,59,120,2,130,41,205,34
Florida Cracker,Wheat Beer - Witbier,Cigar City Brewing,5.5%,3.73,57,68,20,56,42,164,10,164,77,62,57
Wit,Wheat Beer - Witbier,Brouwerij St. Bernardus NV,5.5%,4.18,55,117,21,33,92,181,1,181,84,79,55
Hitachino Nest White Ale,Wheat Beer - Witbier,Kiuchi Brewery,5.5%,4.08,41,93,14,44,67,187,1,182,75,88,41
Samuel Adams Blackberry Witbier,Wheat Beer - Witbier,Boston Beer Company (Samuel Adams),5.5%,3.32,46,68,20,20,272,137,0,223,33,18,46
UFO White,Wheat Beer - Witbier,Harpoon Brewery & Beer Hall,4.8%,3.64,44,95,27,62,53,197,8,196,86,57,44
Samuel Adams White Ale,Wheat Beer - Witbier,Boston Beer Company (Samuel Adams),5.2%,3.49,38,91,16,43,43,118,0,124,54,73,38
Samuel Adams Imperial White,Wheat Beer - Witbier,Boston Beer Company (Samuel Adams),10.3%,3.49,20,106,121,24,121,120,0,137,33,67,20
Clementine,Wheat Beer - Witbier,Clown Shoes,5%,3.7,41,68,24,81,67,208,2,228,102,77,41
Liliko'i Kepolo,Wheat Beer - Witbier,Avery Brewing Company,5.4%,4.05,50,77,17,18,253,295,2,355,41,23,50
Double White Ale,Wheat Beer - Witbier,Southampton Publick House,6.6%,3.97,45,101,47,43,45,178,0,176,63,85,45
Positive Contact,Wheat Beer - Witbier,Dogfish Head Craft Brewery,9%,3.85,46,82,50,14,176,198,1,185,68,143,46
Holy Moses White Ale,Wheat Beer - Witbier,Great Lakes Brewing Co.,5.4%,3.81,40,101,19,45,50,134,1,141,81,108,40
Blanche De Bruxelles / Manneken Pis Belgian White,Wheat Beer - Witbier,Brasserie Lefèbvre SA,4.5%,3.76,50,93,18,44,65,190,2,177,62,38,50
Calabaza Blanca,Wheat Beer - Witbier,Jolly Pumpkin Artisan Ales,4.8%,3.94,82,101,19,48,48,295,2,171,72,62,82
White Thai,Wheat Beer - Witbier,Westbrook Brewing Co.,5%,3.75,37,88,17,56,45,152,4,154,122,130,37
Samuel Adams White Lantern,Wheat Beer - Witbier,Boston Beer Company (Samuel Adams),5.5%,3.4,39,90,25,50,90,235,1,254,84,86,39
Whirlwind,Wheat Beer - Witbier,Victory Brewing Company - Downingtown,5.2%,3.71,51,90,17,39,43,138,2,143,53,81,51
Wittekerke,Wheat Beer - Witbier,De Brabandere,5%,3.6,32,94,17,21,68,138,0,131,43,61,32
Great White,Wheat Beer - Witbier,Lost Coast Brewery and Cafe,4.8%,3.43,33,79,12,41,55,157,0,155,70,35,33
White,Wheat Beer - Witbier,Alaskan Brewing Co.,5.3%,3.46,45,69,11,47,54,129,0,133,71,56,45
Grey Lady,Wheat Beer - Witbier,Cisco Brewers Inc.,4%,3.55,50,85,19,40,42,155,0,158,82,70,50
Icelandic White Ale,Wheat Beer - Witbier,Einstök Ölgerð (Einstök Beer Company),5.2%,3.83,44,59,12,40,55,133,2,128,69,44,44
Wahoo White Beer,Wheat Beer - Witbier,Ballast Point Brewing Company,4.5%,3.56,45,107,16,49,55,165,3,163,84,44,45
ZÔN,Wheat Beer - Witbier,Boulevard Brewing Co.,4.4%,3.58,47,73,21,31,39,150,3,152,59,61,47
Kronenbourg 1664 Blanc,Wheat Beer - Witbier,Brasseries Kronenbourg,5%,3.62,37,88,19,34,138,191,0,237,62,53,37
Bottom Up Wit,Wheat Beer - Witbier,Revolution Brewing,5%,3.73,39,67,20,46,54,126,1,137,77,76,39
Orange Avenue Wit,Wheat Beer - Witbier,Coronado Brewing Company,5.2%,3.56,32,85,23,61,90,206,1,225,86,56,32
Shiner White Wing,Wheat Beer - Witbier,Spoetzl Brewery,4.7%,3.42,29,73,13,53,60,129,2,130,85,49,29
Weyerbacher Wit,Wheat Beer - Witbier,Weyerbacher Brewing Co.,4.6%,3.57,44,85,18,27,53,149,0,142,56,73,44
Two Jokers Double-Wit,Wheat Beer - Witbier,Boulevard Brewing Co.,8%,4.03,35,99,43,40,98,229,0,211,82,127,35
Estrella Damm Inedit,Wheat Beer - Witbier,Damm S. A.,4.8%,3.63,39,76,12,39,62,129,3,125,69,45,39
Samuel Adams Little White Rye,Wheat Beer - Witbier,Boston Beer Company (Samuel Adams),5.3%,3.28,24,68,14,54,44,141,1,144,195,101,24
Blanche De Namur,Wheat Beer - Witbier,Brasserie Du Bocq,4.5%,3.82,46,75,21,46,67,157,2,153,94,82,46
Stoopid Wit,Wheat Beer - Witbier,Lagunitas Brewing Company,6.3%,3.84,59,76,23,162,75,146,1,170,215,69,59
Citrusy Wit,Wheat Beer - Witbier,Stone Brewing,5.3%,3.74,57,80,17,101,57,231,5,256,155,53,57
Wheat Ale,Wheat Beer - Witbier,Upland Brewing Company,4.5%,3.59,41,71,23,30,45,137,1,135,61,90,41
Optimal Wit,Wheat Beer - Witbier,Port City Brewing,5%,3.77,38,74,16,23,39,133,1,136,51,63,38
Whiteout Wit,Wheat Beer - Witbier,Anchorage Brewing Company,6.5%,4,74,96,26,45,67,246,3,161,85,67,74
Fat Tire Belgian White,Wheat Beer - Witbier,New Belgium Brewing Company,5.2%,3.72,26,69,10,40,58,129,4,139,79,65,26
Witch's Wit,Wheat Beer - Witbier,The Lost Abbey,4.8%,3.79,42,82,28,44,91,163,2,161,71,84,42
La Trappe Witte Trappist,Wheat Beer - Witbier,Bierbrouwerij De Koningshoeven B.V.,5.5%,3.84,53,85,13,38,69,151,2,143,61,70,53
Pooltime Ale,Wheat Beer - Witbier,Bell's Brewery - Eccentric Café & General Store,5.2%,3.68,25,67,13,15,94,161,1,218,29,34,25
Monarch White Beer,Wheat Beer - Witbier,Two Brothers Brewing Company,4.5%,3.56,56,83,23,37,43,133,0,131,71,64,56
Walt Wit,Wheat Beer - Witbier,Philadelphia Brewing Company,4.2%,3.42,48,64,15,49,27,149,1,158,63,74,48
Weeping Willow Wit,Wheat Beer - Witbier,Mother Earth Brewing,5%,3.73,47,87,21,42,64,148,3,152,74,69,47
Wise Cracker Wit,Wheat Beer - Witbier,Redhook Brewlab,5.3%,3.56,31,74,20,26,69,96,3,117,47,119,31
Samuel Adams Nitro White Ale,Wheat Beer - Witbier,Boston Beer Company (Samuel Adams),5.5%,3.47,12,113,16,30,35,87,0,88,49,38,12
John's Generations White Ale,Wheat Beer - Witbier,Millstream Brewing Company,5.2%,3.74,41,95,19,29,59,173,2,159,70,68,41
White Magick Of The Sun,Wheat Beer - Witbier,Voodoo Brewery,7.9%,3.68,37,74,24,48,62,134,0,154,75,181,37
Saranac Belgian White,Wheat Beer - Witbier,Matt Brewing Company / Saranac Brewery,5.3%,3.32,38,70,15,54,59,159,0,151,70,47,38
Rickard's White,Wheat Beer - Witbier,Molson Coors Canada,5.4%,3.15,19,58,9,32,60,154,0,166,46,48,19
Blanche Du Paradis,Wheat Beer - Witbier,Brasserie Dieu du Ciel!,5%,3.81,55,91,14,52,72,139,2,159,123,81,55
Key West Southernmost Wheat,Wheat Beer - Witbier,Carib Brewery USA,5.1%,3.47,46,51,13,32,29,200,3,195,46,49,46
Troublette,Wheat Beer - Witbier,Brasserie Caracole,5%,4.02,68,64,12,43,84,212,0,144,74,60,68
Sanctification,Brett Beer,Russian River Brewing Company,4.8%,4.34,79,78,17,16,99,388,1,171,39,14,79
Wild Devil,Brett Beer,Victory Brewing Company - Downingtown,6.7%,3.86,49,88,35,158,98,237,1,132,217,27,49
Confluence Ale,Brett Beer,Allagash Brewing Company,7.5%,4.06,79,70,26,65,122,289,2,152,97,43,79
Midnight Brett,Brett Beer,Allagash Brewing Company,7.3%,3.93,55,131,22,38,169,274,0,123,44,12,55
Serenity,Brett Beer,Wicked Weed Brewing,5.4%,4.08,55,66,24,9,64,230,0,113,29,13,55
Nightmare On Brett,Brett Beer,Crooked Stave Artisan Beer Project,9.66%,4.38,56,104,84,40,92,230,1,104,16,29,56
The Tide And Its Takers,Brett Beer,Anchorage Brewing Company,9%,4.18,60,105,42,50,129,265,0,155,86,39,60
Enjoy After Brett IPA,Brett Beer,Stone Brewing,7%,3.89,56,85,17,99,76,175,2,134,138,39,56
Wheat Is The New Hops,Brett Beer,Mikkeller ApS,6%,3.97,57,65,15,133,59,254,4,187,179,16,57
Femme Fatale Brett,Brett Beer,Evil Twin Brewing,6%,3.95,73,100,22,161,70,248,0,190,201,10,73
Little Brett,Brett Beer,Allagash Brewing Company,4.8%,3.93,71,64,10,62,103,194,12,162,103,20,71
Defenestration,Brett Beer,Russian River Brewing Company,6.5%,3.91,56,65,30,126,95,98,1,104,195,42,56
Flemish Primitive Wild Ale (Surly Bird),Brett Beer,De Proefbrouwerij (bvba Andelot),9%,3.96,60,93,52,74,135,240,0,145,121,48,60
Faro,Lambic - Faro,Brouwerij Lindemans,4.5%,3.72,36,70,15,4,361,252,0,122,19,4,36
Chapeau Faro Lambic,Lambic - Faro,Brouwerij De Troch,4.75%,3.41,29,65,14,10,292,229,2,108,21,7,29
Fou' Foune,Lambic - Fruit,Brasserie Cantillon,5.5%,4.69,164,117,27,18,306,474,1,352,36,11,164
Framboise,Lambic - Fruit,Brouwerij Lindemans,2.5%,3.92,55,74,23,9,350,186,0,199,12,1,55
Kriek 100% Lambic,Lambic - Fruit,Brasserie Cantillon,5%,4.39,120,78,20,9,119,402,4,241,35,13,120
Rosé De Gambrinus,Lambic - Fruit,Brasserie Cantillon,5%,4.35,109,63,19,9,222,360,2,215,40,6,109
Saint Lamvinus,Lambic - Fruit,Brasserie Cantillon,7%,4.57,104,82,21,7,213,322,0,207,21,8,104
Lou Pepe - Kriek,Lambic - Fruit,Brasserie Cantillon,5%,4.65,100,75,12,8,107,335,1,232,29,15,100
Lou Pepe - Framboise,Lambic - Fruit,Brasserie Cantillon,5.5%,4.61,125,81,19,5,258,396,2,219,29,6,125
Pêche (Pecheresse),Lambic - Fruit,Brouwerij Lindemans,2.5%,3.93,37,73,19,6,250,181,1,242,18,2,37
Oude Kriek,Lambic - Fruit,Brouwerij 3 Fonteinen,6.5%,4.33,95,87,20,3,97,286,1,218,21,6,95
Kriek,Lambic - Fruit,Brouwerij Lindemans,3.5%,3.89,41,67,18,10,257,189,1,236,17,7,41
Thumbprint Cran-Bic,Lambic - Fruit,New Glarus Brewing Company,6%,4.26,77,107,24,11,345,360,1,264,23,32,77
Hommage,Lambic - Fruit,Brouwerij 3 Fonteinen,6%,4.53,111,78,18,7,259,368,0,291,27,11,111
Oude Quetsche Tilquin à L'Ancienne,Lambic - Fruit,Gueuzerie Tilquin,6.4%,4.39,103,75,25,12,170,446,0,294,19,9,103
Schaarbeekse Kriek,Lambic - Fruit,Brouwerij 3 Fonteinen,6%,4.48,107,90,15,8,105,361,0,234,32,14,107
Mamouche,Lambic - Fruit,Brasserie Cantillon,5%,4.24,75,74,14,43,52,247,4,108,228,88,75
Blåbær Lambik,Lambic - Fruit,Brasserie Cantillon,5%,4.56,116,108,25,11,352,441,1,325,28,5,116
Framboos,Lambic - Fruit,Brouwerij 3 Fonteinen,5%,4.55,121,78,14,11,268,357,1,278,27,9,121
Pomme (Apple),Lambic - Fruit,Brouwerij Lindemans,3.5%,3.69,53,58,18,6,342,387,0,254,15,10,53
Oud Beersel Oude Kriek Vieille,Lambic - Fruit,Brouwerij Oud Beersel,6.5%,4.2,89,91,27,7,104,306,1,198,22,16,89
Coolship Red,Lambic - Fruit,Allagash Brewing Company,6.2%,4.48,124,76,16,8,213,342,0,206,18,8,124
Oude Kriek,Lambic - Fruit,Hanssens Artisanaal bvba,6%,4.16,96,87,23,9,108,356,1,202,24,13,96
Cassis,Lambic - Fruit,Brouwerij Lindemans,3.5%,3.88,48,65,12,7,305,235,0,220,31,2,48
Intense Red Oude Kriek,Lambic - Fruit,Brouwerij 3 Fonteinen,5%,4.21,90,87,25,5,150,320,2,308,30,7,90
Boon Kriek,Lambic - Fruit,Brouwerij Boon,5%,3.65,63,73,8,8,181,184,1,217,11,5,63
Boon Oude Kriek Mariage Parfait,Lambic - Fruit,Brouwerij Boon,8%,4.19,85,87,31,8,155,309,3,247,31,7,85
Kriek De Ranke,Lambic - Fruit,Brouwerij Brasserie De Ranke,7%,4.22,101,79,17,10,126,334,1,247,21,7,101
Boon Framboise,Lambic - Fruit,Brouwerij Boon,5.5%,3.75,67,69,13,10,282,262,3,211,30,4,67
Oudbeitje,Lambic - Fruit,Hanssens Artisanaal bvba,6%,3.82,101,75,26,16,102,357,8,221,22,7,101
Oude Kriek Cuvée René,Lambic - Fruit,Brouwerij Lindemans,7%,4.17,82,60,18,6,136,303,1,241,24,9,82
Oud Beersel Framboise,Lambic - Fruit,Brouwerij Oud Beersel,5%,3.78,75,65,16,6,293,215,1,219,31,5,75
Mort Subite Kriek,Lambic - Fruit,Brouwerij Mort Subite,4.5%,3.65,26,53,11,5,170,132,0,181,17,4,26
St. Louis Premium Framboise,Lambic - Fruit,Brouwerij Van Honsebrouck N.V.,4.5%,3.86,51,63,18,4,333,180,0,210,10,4,51
Experimental Raspberry,Lambic - Fruit,Hanssens Artisanaal bvba,6%,3.55,140,80,23,12,237,434,2,240,16,6,140
Lambic D'Aunis,Lambic - Fruit,Brasserie Cantillon,6%,4.47,85,59,13,14,213,263,0,232,49,69,85
Experimental Cassis,Lambic - Fruit,Hanssens Artisanaal bvba,6%,3.77,107,74,20,4,172,407,1,236,17,3,107
Strawberry Lambicus,Lambic - Fruit,Brouwerij Timmermans-John Martin N.V.,4%,3.41,35,64,11,12,192,140,1,235,27,3,35
Framboise Lambicus,Lambic - Fruit,Brouwerij Timmermans-John Martin N.V.,4%,3.31,47,66,16,8,370,186,0,231,15,2,47
Scarenbecca Kriek,Lambic - Fruit,Hanssens Artisanaal bvba,6%,3.95,108,70,15,7,96,284,1,223,18,7,108
Belle Vue Kriek,Lambic - Fruit,Brasserie Belle-Vue,5.2%,3.48,31,61,16,14,153,122,0,149,14,0,31
Mort Subite Framboise,Lambic - Fruit,Brouwerij Mort Subite,4.5%,3.8,47,68,14,12,290,172,0,179,28,2,47
Kriek Lambicus,Lambic - Fruit,Brouwerij Timmermans-John Martin N.V.,4%,3.48,24,51,20,15,141,113,0,169,22,5,24
Boon Oude Kriek,Lambic - Fruit,Brouwerij Boon,6.5%,4.05,81,62,20,6,92,276,1,196,23,5,81
Chapeau Banana Lambic,Lambic - Fruit,Brouwerij De Troch,3.5%,3.19,36,58,13,8,183,129,0,241,11,8,36
Gueuze 100% Lambic,Lambic - Gueuze,Brasserie Cantillon,5%,4.48,124,75,19,23,113,420,1,184,42,6,124
Oude Geuze,Lambic - Gueuze,Brouwerij 3 Fonteinen,6%,4.42,123,66,14,23,115,434,2,217,48,16,123
Oude Gueuze Cuvée René,Lambic - Gueuze,Brouwerij Lindemans,5.5%,4.13,108,78,15,8,95,393,5,143,31,5,108
Oude Gueuze Tilquin à L'Ancienne,Lambic - Gueuze,Gueuzerie Tilquin,6.4%,4.36,102,73,17,22,87,425,1,183,36,11,102
Duck Duck Gooze,Lambic - Gueuze,The Lost Abbey,7%,4.66,141,93,42,19,162,576,7,252,31,10,141
Rueuze,Lambic - Gueuze,Bruery Terreux,5.6%,4.2,90,71,23,11,102,434,3,197,33,8,90
Oude Gueuze,Lambic - Gueuze,Hanssens Artisanaal bvba,6%,4.29,109,109,30,25,98,435,1,177,36,18,109
Lou Pepe - Gueuze,Lambic - Gueuze,Brasserie Cantillon,5%,4.52,116,96,18,21,96,405,2,192,46,14,116
Girardin Gueuze 1882 (Black Label),Lambic - Gueuze,Brouwerij Girardin,5%,4.32,87,71,17,18,110,391,1,188,23,23,87
Boon Oude Geuze Mariage Parfait,Lambic - Gueuze,Brouwerij Boon,8%,4.16,84,70,31,26,99,339,2,162,50,16,84
Oude Geuze Golden Blend,Lambic - Gueuze,Brouwerij 3 Fonteinen,7.5%,4.51,96,90,24,25,86,400,3,201,64,9,96
St. Louis Gueuze Fond Tradition,Lambic - Gueuze,Brouwerij Van Honsebrouck N.V.,5%,3.93,91,74,15,15,120,363,4,168,21,7,91
Oud Beersel Oude Geuze Vieille,Lambic - Gueuze,Brouwerij Oud Beersel,6%,4.08,93,83,22,12,123,412,1,167,32,13,93
Coolship Resurgam,Lambic - Gueuze,Allagash Brewing Company,6.3%,4.44,90,71,19,23,82,379,0,171,43,9,90
Oude Geuze Boon,Lambic - Gueuze,Brouwerij Boon,7%,4.01,87,60,24,28,96,328,1,150,53,16,87
Oude Geuze Vintage,Lambic - Gueuze,Brouwerij 3 Fonteinen,6%,4.62,112,90,13,38,102,438,2,225,48,12,112
Oude Geuze Cuvée Armand & Gaston,Lambic - Gueuze,Brouwerij 3 Fonteinen,6.5%,4.51,77,73,19,20,69,283,4,153,48,12,77
Gueuze Tilquin (Draught Version),Lambic - Gueuze,Gueuzerie Tilquin,4.8%,4.31,89,72,22,17,56,316,0,130,32,6,89
Doesjel,Lambic - Gueuze,Brouwerij 3 Fonteinen,6%,4.12,119,72,20,18,81,332,2,132,31,7,119
Gueuze,Lambic - Gueuze,Brouwerij Lindemans,5%,3.64,51,51,12,13,227,287,1,154,31,3,51
Mort Subite Gueuze,Lambic - Gueuze,Brouwerij Mort Subite,4.5%,3.5,53,53,11,16,168,217,1,106,18,6,53
Oude Geuze De Cam,Lambic - Gueuze,De Cam Geuzestekerij,5.5%,4.34,98,86,17,20,99,380,3,181,41,6,98
Iris,Lambic - Traditional,Brasserie Cantillon,6.5%,4.37,108,75,15,111,105,395,2,175,180,12,108
Cuvée Saint-Gilloise,Lambic - Traditional,Brasserie Cantillon,5.5%,4.37,116,73,22,101,69,406,3,192,164,15,116
Bruocsella 1900 Grand Cru,Lambic - Traditional,Brasserie Cantillon,5%,3.97,97,79,14,20,94,332,2,166,24,14,97
50°N-4°E,Lambic - Traditional,Brasserie Cantillon,7%,4.39,66,102,57,19,119,279,0,133,43,15,66
Oude Lambiek De Cam,Lambic - Traditional,De Cam Geuzestekerij,4.8%,4.24,117,75,13,26,80,382,1,158,37,10,117
Lambic,Lambic - Traditional,Rivertown Brewery & Barrel House,6%,4.04,87,74,21,12,81,405,2,157,15,5,87
Festina Pêche,Sour - Berliner Weisse,Dogfish Head Craft Brewery,4.5%,3.72,60,65,17,11,106,237,3,209,17,4,60
Hottenroth,Sour - Berliner Weisse,Bruery Terreux,3.1%,4.07,88,78,22,13,65,346,5,129,26,9,88
1809,Sour - Berliner Weisse,Professor Fritz Briem,5%,4.12,91,67,20,26,79,338,2,163,20,23,91
Justin Blåbær,Sour - Berliner Weisse,Evil Twin Brewing,4.5%,3.93,80,61,9,13,236,339,2,258,12,1,80
Bretta Rosé,Sour - Berliner Weisse,Firestone Walker Brewing Co.,5.3%,4.42,95,50,9,6,178,310,1,191,27,2,95
Deesko!,Sour - Berliner Weisse,3 Floyds Brewing Co.,6.5%,3.92,75,61,26,14,103,344,8,151,23,9,75
